committee_id,committee_name,report_year,report_type,image_number,filing_form,link_id,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_city,recipient_state,recipient_zip,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,disbursement_purpose_category,memo_code,memo_code_full,memo_text,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,two_year_transaction_period,amendment_indicator,amendment_indicator_desc,schedule_type,schedule_type_full,load_date,sub_id,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,pdf_url,line_number_label,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_employer,payee_occupation,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,ref_disp_excess_flg,comm_dt,spender_committee_type,spender_committee_org_type,spender_committee_designation
C00652719,LAUREN UNDERWOOD FOR CONGRESS,2026,12P,202606109870556379,F3,4061020261521043026,17,500300578,1982262,ORG,ORGANIZATION,,,PARAISO,WASHINGTON,DC,200032277,,,,,MEALS,TRAVEL,X,,*,2026-01-12 00:00:00,28.01,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,N,NO CHANGE,SB,ITEMIZED DISBURSEMENTS,2026-06-25 02:51:35,4062420261522632362,,500300591,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202606109870556379,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00699744,TORRES FOR CONGRESS,2026,12P,202606119870621448,F3,4061120261521139108,17,500561239,1982765,ORG,ORGANIZATION,,,ROYAL SONESTA,WASHINGTON,DC,200011431,,,,,MEALS,TRAVEL,X,,*,2026-04-14 00:00:00,181.90,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-06-25 02:51:35,4062420261522643592,,500555012,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202606119870621448,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00461822,"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",2025,Q2,202507149762804719,F3,4071420251208242106,17,SB17.28646,1900671,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,20003,,,,,FUNDRAISING DINNER,OTHER,,,,2025-06-17 00:00:00,337.94,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-07-15 03:36:12,4071420251208381571,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202507149762804719,Operating Expenditures,,,,,,,,003,Solicitation and Fundraising Expenses ,,,,,,,,,H,,P
C00632133,SWING LEFT,2025,M6,202506189762199409,F3X,4061820251206062049,21B,500295173,1895939,ORG,ORGANIZATION,,,GREGORY'S COFFEE,WASHINGTON,DC,200365002,,,,,MEALS,TRAVEL,X,,*,2025-05-19 00:00:00,29.62,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-06-19 03:36:39,4061820251206125357,,500294744,SB21B,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202506189762199409,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,W,"",U
C00607200,SUOZZI FOR CONGRESS,2026,12P,202606119870615821,F3,4061120261521139085,17,500124193,1982711,ORG,ORGANIZATION,,,NATIONAL DEMOCRATIC CLUB,WASHINGTON,DC,200034006,,,,,MEALS,TRAVEL,X,,*,2026-04-27 00:00:00,30.40,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-06-25 02:51:35,4062420261522639370,,500124118,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202606119870615821,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00607200,SUOZZI FOR CONGRESS,2025,Q3,202510159791372962,F3,4101520251292820054,17,500111897,1921077,ORG,ORGANIZATION,,,SWEETGREEN,WASHINGTON,DC,200031107,,,,,MEALS,TRAVEL,X,,*,2025-08-27 00:00:00,18.14,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300336514,,500111883,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791372962,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00583492,HEALTH AGENTS OF AMERICA PAC-HAFA-PAC,2025,MY,202507179763588700,F3X,4071720251209026212,21B,SB21B.6141,1904281,ORG,ORGANIZATION,,,WASHINGTON HILTON,WASHINGTON,DC,20009,,,,,MEALA AND ENTERTAINMENT,TRAVEL,,,,2025-01-06 00:00:00,1119.76,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-07-22 03:36:08,4072120251209839660,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202507179763588700,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,N,T,U
C00343871,SCHIFF FOR SENATE,2025,Q1,202504159756075683,F3,4041620251184296136,21,500765175,1888195,ORG,ORGANIZATION,,,U.S. SENATE GIFT SHOP,WASHINGTON,DC,20002,,,,,OFFICIALLY CONNECTED - MEALS,TRAVEL,X,,*,2025-02-12 00:00:00,5.00,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-19 03:36:35,4041820251185454378,,500770814,SB21,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756075683,Other Disbursements,,,,,,,,,,,,,,,,,,S,"",P
C00343871,SCHIFF FOR SENATE,2025,Q1,202504159756075681,F3,4041620251184296136,21,500765125,1888195,ORG,ORGANIZATION,,,U.S. SENATE GIFT SHOP,WASHINGTON,DC,20002,,,,,OFFICIALLY CONNECTED - MEALS,TRAVEL,X,,*,2025-02-07 00:00:00,74.50,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-19 03:36:35,4041820251185454372,,500770812,SB21,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756075681,Other Disbursements,,,,,,,,,,,,,,,,,,S,"",P
C00343871,SCHIFF FOR SENATE,2025,Q1,202504159756075683,F3,4041620251184296136,21,500765173,1888195,ORG,ORGANIZATION,,,U.S. SENATE GIFT SHOP,WASHINGTON,DC,20002,,,,,OFFICIALLY CONNECTED - MEALS,TRAVEL,X,,*,2025-02-12 00:00:00,347.00,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-19 03:36:35,4041820251185454376,,500770814,SB21,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756075683,Other Disbursements,,,,,,,,,,,,,,,,,,S,"",P
C00343871,SCHIFF FOR SENATE,2025,Q1,202504159756075682,F3,4041620251184296136,21,500765172,1888195,ORG,ORGANIZATION,,,U.S. SENATE GIFT SHOP,WASHINGTON,DC,20002,,,,,OFFICIALLY CONNECTED - MEALS,TRAVEL,X,,*,2025-02-12 00:00:00,82.80,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-19 03:36:35,4041820251185454375,,500770814,SB21,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756075682,Other Disbursements,,,,,,,,,,,,,,,,,,S,"",P
C00343871,SCHIFF FOR SENATE,2025,Q1,202504159756075469,F3,4041620251184296136,17,500761132,1888195,ORG,ORGANIZATION,,,BLUEJACKET,WASHINGTON,DC,200034629,,,,,MEALS,TRAVEL,X,,*,2025-01-15 00:00:00,430.32,,,,,,,,,,,,,P2030,,PRIMARY,2030,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-19 03:36:35,4041820251185453740,,500761130,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756075469,Operating Expenditures,,,,,,,,,,,,,,,,,,S,"",P
C00343871,SCHIFF FOR SENATE,2025,Q1,202504159756075522,F3,4041620251184296136,17,500771533,1888195,ORG,ORGANIZATION,,,SENATE DINING,WASHINGTON,DC,20004,,,,,MEALS,TRAVEL,X,,*,2025-03-28 00:00:00,37.00,,,,,,,,,,,,,P2030,,PRIMARY,2030,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-19 03:36:35,4041820251185453899,,500771525,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756075522,Operating Expenditures,,,,,,,,,,,,,,,,,,S,"",P
C00343871,SCHIFF FOR SENATE,2025,Q1,202504159756075685,F3,4041620251184296136,21,500763542,1888195,ORG,ORGANIZATION,,,U.S. HOUSE MEMBERS DINING,WASHINGTON,DC,205150001,,,,,OFFICIALLY CONNECTED - MEALS,TRAVEL,X,,*,2025-01-28 00:00:00,56.70,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-19 03:36:35,4041820251185454382,,500771956,SB21,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159756075685,Other Disbursements,,,,,,,,,,,,,,,,,,S,"",P
C00573758,VAN HOLLEN FOR SENATE,2025,Q3,202510159791089467,F3,4101520251292819603,17,501016346,1920453,ORG,ORGANIZATION,,,US SENATE CAFE,WASHINGTON,DC,20002,,,,,MEALS,TRAVEL,X,,*,2025-07-28 00:00:00,193.20,,,,,,,,,,,,,P2028,,PRIMARY,2028,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300342050,,501016329,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791089467,Operating Expenditures,,,,,,,,,,,,,,,,,,S,,P
C00573758,VAN HOLLEN FOR SENATE,2025,Q3,202510159791089471,F3,4101520251292819603,17,501016397,1920453,ORG,ORGANIZATION,,,THE MONOCLE RESTAURANT,WASHINGTON,DC,200025657,,,,,MEALS,TRAVEL,X,,*,2025-08-21 00:00:00,149.46,,,,,,,,,,,,,P2028,,PRIMARY,2028,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300342064,,501016362,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791089471,Operating Expenditures,,,,,,,,,,,,,,,,,,S,,P
C00617662,CAPTAIN HIGGINS FOR CONGRESS,2025,Q3,202510159790811839,F3,4101520251292819132,17,BD01FB3F0A0D04EB0AD9,1919684,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,200031801,,,,,MEETINGS/MEALS,TRAVEL,,,,2025-07-16 00:00:00,423.00,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300319008,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159790811839,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00662650,BALDERSON FOR CONGRESS,2025,Q3,202510159790997631,F3,4101520251292819498,17,BB8E1147677494163A8E,1920302,ORG,ORGANIZATION,,,TATTE BAKERY,WASHINGTON,DC,200361815,,,,,MEAL EXPENSE,TRAVEL,X,,,2025-06-28 00:00:00,69.43,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300333749,,B747BC9E5668B409C9B7,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159790997631,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00859041,GEORGE LATIMER FOR CONGRESS,2025,Q3,202510159791462249,F3,4101520251292820167,17,501259489,1921235,ORG,ORGANIZATION,,,LONGWORTH CAFETERIA,WASHINGTON,DC,205150001,,,,,MEALS,TRAVEL,,,,2025-07-03 00:00:00,11.10,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300343854,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791462249,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,2025,Q1,202504159755622157,F3,4041520251184156669,17,XB3935EB50853,1887335,ORG,ORGANIZATION,,,NANDOS PERI PERI,WASHINGTON,DC,20001,,,,,MEETING & MEAL COSTS,TRAVEL,X,,,2025-01-06 00:00:00,200.54,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-23 03:36:40,4042220251186032147,,EB50853,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755622157,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,AMERICAN EXPRESS AMEX,BOX 0001,,LOS ANGELES,CA,90096,,,H,"",P
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,2025,Q2,202507159762876665,F3,4071520251208390221,17,XB4059EB52765,1901584,ORG,ORGANIZATION,,,PRIME RIB,WASHINGTON,DC,20006,,,,,MEETING & MEAL COSTS,TRAVEL,X,,,2025-04-02 00:00:00,161.75,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-08-06 03:35:51,4080520251214246298,,EB52765,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202507159762876665,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,AMERICAN EXPRESS AMEX,BOX 0001,,LOS ANGELES,CA,90096,,,H,"",P
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,2025,Q1,202504159755622167,F3,4041520251184156669,17,XB3945EB50853,1887335,ORG,ORGANIZATION,,,JOE'S,WASHINGTON,DC,20005,,,,,MEETING & MEAL COSTS,TRAVEL,X,,,2025-01-06 00:00:00,1716.04,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-23 03:36:40,4042220251186032175,,EB50853,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755622167,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,AMERICAN EXPRESS AMEX,BOX 0001,,LOS ANGELES,CA,90096,,,H,"",P
C00632133,SWING LEFT,2025,M9,202509199790131633,F3X,4091920251291416063,21B,500296345,1915646,ORG,ORGANIZATION,,,TAQUERIA HABANERO,WASHINGTON,DC,200101321,,,,,MEALS,TRAVEL,X,,*,2025-08-15 00:00:00,24.16,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-09-20 03:36:07,4091920251291539762,,500296246,SB21B,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202509199790131633,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,W,"",U
C00617662,CAPTAIN HIGGINS FOR CONGRESS,2025,Q3,202510159790811849,F3,4101520251292819132,17,BBA1030ECE1FD421BAE1,1919684,ORG,ORGANIZATION,,,CAPITAL GRILLE,WASHINGTON,DC,200042601,,,,,MEETINGS/MEALS,TRAVEL,X,,,2025-08-05 00:00:00,336.65,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300319038,,B70BA68446C1D4C8CB1C,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159790811849,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00413914,GILLIBRAND FOR SENATE,2025,Q3,202510159791273345,F3,4101520251292819886,17,500076825,1920845,ORG,ORGANIZATION,,,HINE RESTAURANT,WASHINGTON,DC,200032504,,,,,MEETINGS/MEALS EXPENSE REFUND,TRAVEL,X,,*,2025-07-31 00:00:00,-859.37,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300335953,,500076763,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791273345,Operating Expenditures,,,,,,,,,,,,,,,,,,S,"",P
C00413914,GILLIBRAND FOR SENATE,2025,Q3,202510159791273412,F3,4101520251292819886,21,500076972,1920845,ORG,ORGANIZATION,,,RESTAURANT ASSOCIATES,WASHINGTON,DC,205100001,,,,,OFFICIALLY CONNECTED-MEETINGS/MEALS,TRAVEL,X,,*,2025-09-02 00:00:00,1343.60,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300336153,,500076969,SB21,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791273412,Other Disbursements,,,,,,,,,,,,,,,,,,S,"",P
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,2025,Q1,202504159755622161,F3,4041520251184156669,17,XB3939EB50853,1887335,ORG,ORGANIZATION,,,POT BELLY SANDWICHES,WASHINGTON,DC,20024,,,,,MEETING & MEAL COSTS,TRAVEL,X,,,2025-01-06 00:00:00,209.42,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-23 03:36:40,4042220251186032158,,EB50853,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755622161,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,AMERICAN EXPRESS AMEX,BOX 0001,,LOS ANGELES,CA,90096,,,H,"",P
C00499467,TITUS FOR CONGRESS,2025,Q3,202510159791021918,F3,4101520251292819522,17,500444242,1920337,ORG,ORGANIZATION,,,NATIONAL DEMOCRATIC CLUB,WASHINGTON,DC,200034006,,,,,MEALS,TRAVEL,,,,2025-08-04 00:00:00,151.56,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300344017,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791021918,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00632133,SWING LEFT,2025,M9,202509199790131606,F3X,4091920251291416063,21B,500296271,1915646,ORG,ORGANIZATION,,,CALL YOUR MOTHER,WASHINGTON,DC,200102512,,,,,MEALS,TRAVEL,X,,*,2025-08-15 00:00:00,92.50,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-09-20 03:36:07,4091920251291539683,,500296246,SB21B,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202509199790131606,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,W,"",U
C00832576,PATRIOT PAC,2025,MY,202507319779673750,F3X,4073120251212811541,21B,500449858,1909431,ORG,ORGANIZATION,,,DACHA BEER GARDEN,WASHINGTON,DC,200033848,,,,,MEALS,TRAVEL,,,,2025-06-12 00:00:00,263.86,,,,,,,,,,,,,O2025,,,2025,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-08-14 03:36:31,4081320251217070655,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202507319779673750,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,Q,"",D
C00765099,MELANIE FOR NEW MEXICO,2025,Q3,202510159791040736,F3,4101520251292819574,17,500784467,1920415,ORG,ORGANIZATION,,,NATIONAL DEMOCRATIC CLUB,WASHINGTON,DC,200034006,,,,,MEALS,TRAVEL,,,,2025-08-04 00:00:00,10.00,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300334021,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791040736,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,2025,Q1,202504159755622165,F3,4041520251184156669,17,XB3942EB50853,1887335,ORG,ORGANIZATION,,,PRIME RIB,WASHINGTON,DC,20006,,,,,FUNDRAISING MEETING & MEAL COSTS,TRAVEL,X,,,2025-01-06 00:00:00,886.00,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-23 03:36:40,4042220251186032169,,EB50853,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755622165,Operating Expenditures,,,,,,,,003,Solicitation and Fundraising Expenses ,AMERICAN EXPRESS AMEX,BOX 0001,,LOS ANGELES,CA,90096,,,H,"",P
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,2025,Q1,202504159755622182,F3,4041520251184156669,17,XB3970EB51352,1887335,ORG,ORGANIZATION,,,SWIZZLER CHICKEN,WASHINGTON,DC,20003,,,,,MEETING & MEAL COSTS,TRAVEL,X,,,2025-02-03 00:00:00,134.69,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-23 03:36:40,4042220251186032221,,EB51352,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755622182,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,AMERICAN EXPRESS AMEX,BOX 0001,,LOS ANGELES,CA,90096,,,H,"",P
C00573758,VAN HOLLEN FOR SENATE,2025,Q3,202510159791089471,F3,4101520251292819603,17,501016395,1920453,ORG,ORGANIZATION,,,TALAY THAI,WASHINGTON,DC,200031869,,,,,MEALS,TRAVEL,X,,*,2025-08-21 00:00:00,236.30,,,,,,,,,,,,,P2028,,PRIMARY,2028,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300342063,,501016362,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791089471,Operating Expenditures,,,,,,,,,,,,,,,,,,S,,P
C00816660,DAN GOLDMAN FOR NEW YORK,2026,12P,202606119870620889,F3,4061120261521139106,17,500373668,1982761,ORG,ORGANIZATION,,,LE PAIN QUOTIDIEN,WASHINGTON,DC,200041454,,,,,MEALS,TRAVEL,X,,*,2026-04-06 00:00:00,64.99,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-06-25 02:51:35,4062420261522643368,,500373669,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202606119870620889,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00788414,ERIC BURLISON FOR CONGRESS,2025,Q2,202509089789854318,F3,4090820251290386006,17,B93189DE013B84574BC5,1914081,ORG,ORGANIZATION,,,LOS CABALLEROS,WASHINGTON,DC,200031147,,,,,EVENT MEALS,TRAVEL,,,,2025-05-23 00:00:00,278.20,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,N,NO CHANGE,SB,ITEMIZED DISBURSEMENTS,2025-09-09 03:36:05,4090820251290416907,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202509089789854318,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,2025,Q1,202504159755622155,F3,4041520251184156669,17,XB3933EB50853,1887335,ORG,ORGANIZATION,,,LA GRANDE BOUCHERIE,WASHINGTON,DC,20005,,,,,MEETING & MEAL COSTS,TRAVEL,X,,,2025-01-06 00:00:00,106.40,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-23 03:36:40,4042220251186032140,,EB50853,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755622155,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,AMERICAN EXPRESS AMEX,BOX 0001,,LOS ANGELES,CA,90096,,,H,"",P
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,2025,Q1,202504159755622184,F3,4041520251184156669,17,XB3975EB51352,1887335,ORG,ORGANIZATION,,,PRIME RIB,WASHINGTON,DC,20006,,,,,FUNDRAISING MEETING & MEAL COSTS,TRAVEL,X,,,2025-02-03 00:00:00,268.80,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-23 03:36:40,4042220251186032226,,EB51352,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755622184,Operating Expenditures,,,,,,,,003,Solicitation and Fundraising Expenses ,AMERICAN EXPRESS AMEX,BOX 0001,,LOS ANGELES,CA,90096,,,H,"",P
C00257337,KEN CALVERT FOR CONGRESS COMMITTEE,2025,Q1,202504159755622186,F3,4041520251184156669,17,XB3974EB51352,1887335,ORG,ORGANIZATION,,,NANDOS PERI PERI,WASHINGTON,DC,20001,,,,,MEETING & MEAL COSTS,TRAVEL,X,,,2025-02-03 00:00:00,148.94,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-23 03:36:40,4042220251186032232,,EB51352,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755622186,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,AMERICAN EXPRESS AMEX,BOX 0001,,LOS ANGELES,CA,90096,,,H,"",P
C00607200,SUOZZI FOR CONGRESS,2025,Q3,202510159791372958,F3,4101520251292820054,17,500111909,1921077,ORG,ORGANIZATION,,,SWEETGREEN,WASHINGTON,DC,200031107,,,,,MEALS,TRAVEL,X,,*,2025-07-29 00:00:00,18.14,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300336502,,500111043,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791372958,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00474189,MIKE KELLY FOR CONGRESS,2025,Q3,202510159791023352,F3,4101520251292819537,17,B9BD84E1A917647408E9,1920359,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,20003,,,,,MEAL EXPENSES,TRAVEL,,,,2025-07-16 00:00:00,297.19,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-01-08 02:36:06,4010720261300319496,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202510159791023352,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00788414,ERIC BURLISON FOR CONGRESS,2025,Q1,202504159755640385,F3,4041520251184156732,17,BE62A1931F6404196A6A,1887439,ORG,ORGANIZATION,,,VALOR BREW PUB,WASHINGTON,DC,200032802,,,,,TRAVEL MEALS,TRAVEL,,,,2025-02-05 00:00:00,381.00,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2025-04-30 03:38:07,4042920251187929444,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202504159755640385,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00788414,ERIC BURLISON FOR CONGRESS,2025,Q2,202509089789854320,F3,4090820251290386006,17,BB0576DA7A524400685B,1914081,ORG,ORGANIZATION,,,RMP ITALIAN,WASHINGTON,DC,200011341,,,,,EVENT MEALS,TRAVEL,,,,2025-05-21 00:00:00,1086.98,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,N,NO CHANGE,SB,ITEMIZED DISBURSEMENTS,2025-09-09 03:36:05,4090820251290416911,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202509089789854320,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
