committee_id,committee_name,report_year,report_type,image_number,filing_form,link_id,line_number,transaction_id,file_number,entity_type,entity_type_desc,unused_recipient_committee_id,recipient_committee_id,recipient_name,recipient_city,recipient_state,recipient_zip,beneficiary_committee_name,national_committee_nonfederal_account,disbursement_type,disbursement_type_description,disbursement_description,disbursement_purpose_category,memo_code,memo_code_full,memo_text,disbursement_date,disbursement_amount,candidate_office,candidate_office_description,candidate_office_district,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office_state,candidate_office_state_full,election_type,election_type_full,fec_election_type_desc,fec_election_year,two_year_transaction_period,amendment_indicator,amendment_indicator_desc,schedule_type,schedule_type_full,load_date,sub_id,original_sub_id,back_reference_transaction_id,back_reference_schedule_id,semi_annual_bundled_refund,pdf_url,line_number_label,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_employer,payee_occupation,category_code,category_code_full,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,ref_disp_excess_flg,comm_dt,spender_committee_type,spender_committee_org_type,spender_committee_designation
C00304709,ADAM SMITH FOR CONGRESS COMMITTEE,2025,YE,202601309795266635,F3,4013120261304426004,17,501310007,1941150,ORG,ORGANIZATION,,,LOS CABALLEROS,WASHINGTON,DC,200031147,,,,,MEALS,TRAVEL,,,,2025-12-04 00:00:00,113.19,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385984900,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601309795266635,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00500843,"WARREN FOR SENATE, INC.",2025,YE,202601319795688837,F3,4013120261304426468,21,500138278,1942459,ORG,ORGANIZATION,,,GRAZIE GRAZIE,WASHINGTON,DC,200061238,,,,,OFFICIALLY CONNECTED - MEALS,TRAVEL,X,,*,2025-12-21 00:00:00,1146.36,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385975428,,500138266,SB21,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795688837,Other Disbursements,,,,,,,,,,,,,,,,,,S,,P
C00345546,CITIZENS TO ELECT RICK LARSEN,2025,YE,202601309794842288,F3,4013020261304199306,17,500722189,1939801,ORG,ORGANIZATION,,,NATIONAL DEMOCRATIC CLUB,WASHINGTON,DC,200034006,,,,,MEALS,TRAVEL,,,,2025-10-03 00:00:00,19.80,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385988610,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794842288,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00561597,GLENN GROTHMAN FOR CONGRESS,2025,YE,202601309794568546,F3,4013020261304199067,17,SB17.I6417,1938530,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,20003,,,,,MEALS,TRAVEL,,,,2025-10-16 00:00:00,298.39,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385978075,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794568546,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00326801,TAMMY BALDWIN FOR SENATE,2025,Q2,202601309794750411,F3,4013020261304199227,17,501009089,1939457,ORG,ORGANIZATION,,,AMTRAK,WASHINGTON,DC,200024214,,,,,MEALS,TRAVEL,X,,*,2025-04-16 00:00:00,7.00,,,,,,,,,,,,,P2030,,PRIMARY,2030,2026,N,NO CHANGE,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385979028,,501008949,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794750411,Operating Expenditures,,,,,,,,,,,,,,,,,,S,,P
C00795252,WELCH FOR VERMONT,2025,YE,202601319808284900,F3,4013120261304426524,21,500804891,1942625,ORG,ORGANIZATION,,,SENATE CAFE,WASHINGTON,DC,20002,,,,,OFFICIALLY CONNECTED - MEALS,TRAVEL,,,,2025-12-08 00:00:00,82.80,,,,,,,,,,,,,P2028,,PRIMARY,2028,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385985038,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808284900,Other Disbursements,,,,,,,,,,,,,,,,,,S,,P
C00500843,"WARREN FOR SENATE, INC.",2025,YE,202601319795688837,F3,4013120261304426468,21,500138277,1942459,ORG,ORGANIZATION,,,GIANT FOOD,WASHINGTON,DC,200024691,,,,,OFFICIALLY CONNECTED - MEALS,TRAVEL,X,,*,2025-12-21 00:00:00,522.42,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385975427,,500138266,SB21,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795688837,Other Disbursements,,,,,,,,,,,,,,,,,,S,,P
C00853986,ABE FOR ARIZONA,2025,YE,202601319808492794,F3,4013120261304426665,17,SB17.1077851,1943058,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,20003,,,,,MEETING EXPENSE: MEALS,TRAVEL,,,,2025-08-26 00:00:00,839.65,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385971333,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808492794,Operating Expenditures,,,,,,,,,,,,,,,,,,H,"",P
C00345546,CITIZENS TO ELECT RICK LARSEN,2025,YE,202601309794842276,F3,4013020261304199306,17,500722891,1939801,ORG,ORGANIZATION,,,OFFICINA,WASHINGTON,DC,200242417,,,,,MEALS,TRAVEL,X,,*,2025-10-07 00:00:00,556.04,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385988572,,500722874,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794842276,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00652164,JERSEY VALUES PAC,2025,YE,202601319808574242,F3X,4013120261304429238,21B,500776086,1943205,ORG,ORGANIZATION,,,THE CAPITAL GRILLE,WASHINGTON,DC,200042601,,,,,MEALS,TRAVEL,X,,*,2025-07-31 00:00:00,374.88,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385989483,,500775592,SB21B,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808574242,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,Q,,D
C00561597,GLENN GROTHMAN FOR CONGRESS,2025,YE,202601309794568565,F3,4013020261304199067,17,SB17.I6352,1938530,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,20003,,,,,MEALS,TRAVEL,,,,2025-12-16 00:00:00,214.29,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385978132,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794568565,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00540302,TIM SCOTT FOR AMERICA,2025,YE,202601319808535111,F3,4013120261304426698,17,SB17.1101600.4,1943150,ORG,ORGANIZATION,,,CHICK-FIL-A,WASHINGTON,DC,20002,,,,,MEETING EXPENSE: MEALS,TRAVEL,X,,,2025-11-15 00:00:00,169.38,,,,,,,,,,,,,P2028,,PRIMARY,2028,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385984467,,SB17.1101600,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808535111,Operating Expenditures,,,,,,,,,,,,,,,,,,S,,P
C00304709,ADAM SMITH FOR CONGRESS COMMITTEE,2025,YE,202601309795266643,F3,4013120261304426004,17,501310022,1941150,ORG,ORGANIZATION,,,SWEETGREEN,WASHINGTON,DC,200051907,,,,,MEALS,TRAVEL,,,,2025-12-10 00:00:00,160.52,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385984922,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601309795266643,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00559393,DAN NEWHOUSE FOR CONGRESS,2025,YE,202601319825866405,F3,4020120261304449202,17,BCA65C3466EB74443B5D,1944028,ORG,ORGANIZATION,,,TRATTORIA ALBERTO,WASHINGTON,DC,200032834,,,,,MEETING MEAL,TRAVEL,X,,,2025-10-08 00:00:00,73.43,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385984713,,B22F985B6DB3F4F4B86E,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319825866405,Operating Expenditures,,,,,,,,001,Administrative/Salary/Overhead Expenses ,,,,,,,,,H,,P
C00500843,"WARREN FOR SENATE, INC.",2025,YE,202601319795688839,F3,4013120261304426468,21,500138286,1942459,ORG,ORGANIZATION,,,WISEGUY PIZZA,WASHINGTON,DC,200033536,,,,,OFFICIALLY CONNECTED - MEALS,TRAVEL,X,,*,2025-12-21 00:00:00,936.44,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385975432,,500138266,SB21,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319795688839,Other Disbursements,,,,,,,,,,,,,,,,,,S,,P
C00856831,MCGUIRE FOR VIRGINIA,2025,Q3,202601319808589542,F3,4013120261304426727,17,B-3727,1943229,ORG,ORGANIZATION,,,BOGART ASSOCIATES INC,WASHINGTON,DC,20003,,,,,FUNDRAISING BREAKFAST,OTHER,,,,2025-08-21 00:00:00,1057.14,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,N,NO CHANGE,SB,ITEMIZED DISBURSEMENTS,2026-03-05 02:56:24,4030420261387029500,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808589542,Operating Expenditures,,,,,,,,003,Solicitation and Fundraising Expenses ,,,,,,,,,H,,P
C00147512,CONGRESSIONAL BLACK CAUCUS PAC,2025,M9,202601319808504640,F3X,4013120261304429184,21B,500611670,1943101,ORG,ORGANIZATION,,,ZOLA'S RESTAURANT,WASHINGTON,DC,200041505,,,,,STAFF MEALS,TRAVEL,X,,*,2025-07-24 00:00:00,47.00,,,,,,,,,,,,,,,,,2026,N,NO CHANGE,SB,ITEMIZED DISBURSEMENTS,2026-03-03 02:35:59,4030220261361417537,,500608988,SB21B,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808504640,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,Q,,U
C00736876,WARNOCK FOR GEORGIA,2025,YE,202601319825671816,F3,4020120261304449054,17,500045524,1943738,ORG,ORGANIZATION,,,CORDELIA FISHBAR,WASHINGTON,DC,200028456,,,,,MEALS,TRAVEL,X,,*,2025-10-13 00:00:00,261.20,,,,,,,,,,,,,P2028,,PRIMARY,2028,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 02:35:59,4030220261361430415,,500045496,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319825671816,Operating Expenditures,,,,,,,,,,,,,,,,,,S,,P
C00694323,WINRED,2025,YE,202601319804250144,F3X,4013120261304429393,23,B8B4CE4D094A3421E9A0,1942656,CCM,CAMPAIGN COMMITTEE,C00027466,C00027466,NRSC,WASHINGTON,DC,20002,NRSC,,,,EARMARKED CONTRIBUTION FROM PATRICIA MEALY,TRAVEL,,,EARMARKED CONTRIBUTION FROM PATRICIA MEALY. TRANSMITTED BY CHECK/EFT,2025-07-04 00:00:00,100.00,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 02:35:59,4030220261362010655,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319804250144,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,,,,,,,,,,,,V,,U
C00694323,WINRED,2025,YE,202601319804935857,F3X,4013120261304429393,23,BF6D259C494F6476F802,1942656,PTY,POLITICAL PARTY COMMITTEE,C00075820,C00075820,NRCC,WASHINGTON,DC,20003,NRCC,,,,EARMARKED CONTRIBUTION FROM DEBORAH MEALS,TRAVEL,,,EARMARKED CONTRIBUTION FROM DEBORAH MEALS. TRANSMITTED BY CHECK/EFT,2025-08-05 00:00:00,34.65,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 02:56:37,4030220261375742793,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319804935857,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,,,,,,,,,,,,V,,U
C00694323,WINRED,2025,YE,202601319805234546,F3X,4013120261304429393,23,B631E151528C740AAB8D,1942656,CCM,CAMPAIGN COMMITTEE,C00027466,C00027466,NRSC,WASHINGTON,DC,20002,NRSC,,,,EARMARKED CONTRIBUTION FROM ANNE MEALY,TRAVEL,,,EARMARKED CONTRIBUTION FROM ANNE MEALY. TRANSMITTED BY CHECK/EFT,2025-08-23 00:00:00,0.05,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 02:56:45,4030220261376638861,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319805234546,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,,,,,,,,,,,,V,,U
C00694323,WINRED,2025,YE,202601319806054186,F3X,4013120261304429393,23,BFD0004B58B104A04A2A,1942656,CCM,CAMPAIGN COMMITTEE,C00027466,C00027466,NRSC,WASHINGTON,DC,20002,NRSC,,,,EARMARKED CONTRIBUTION FROM ANNE MEALY,TRAVEL,,,EARMARKED CONTRIBUTION FROM ANNE MEALY. TRANSMITTED BY CHECK/EFT,2025-09-23 00:00:00,0.05,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 03:15:04,4030220261379097781,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319806054186,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,,,,,,,,,,,,V,,U
C00694323,WINRED,2025,YE,202601319806584405,F3X,4013120261304429393,23,BF37C700DF36A436590B,1942656,CCM,CAMPAIGN COMMITTEE,C00027466,C00027466,NRSC,WASHINGTON,DC,20002,NRSC,,,,EARMARKED CONTRIBUTION FROM BURMA MEALOR,TRAVEL,,,EARMARKED CONTRIBUTION FROM BURMA MEALOR. TRANSMITTED BY CHECK/EFT,2025-10-22 00:00:00,9.90,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 03:36:44,4030220261380688439,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319806584405,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,,,,,,,,,,,,V,,U
C00694323,WINRED,2025,YE,202601319806710472,F3X,4013120261304429393,23,BE4E075A679BC4E98A4D,1942656,CCM,CAMPAIGN COMMITTEE,C00027466,C00027466,NRSC,WASHINGTON,DC,20002,NRSC,,,,EARMARKED CONTRIBUTION FROM ANNE MEALY,TRAVEL,,,EARMARKED CONTRIBUTION FROM ANNE MEALY. TRANSMITTED BY CHECK/EFT,2025-10-23 00:00:00,0.05,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 03:35:29,4030220261381066640,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319806710472,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,,,,,,,,,,,,V,,U
C00694323,WINRED,2025,YE,202601319806826859,F3X,4013120261304429393,23,BB7680FA8423F4790930,1942656,CCM,CAMPAIGN COMMITTEE,C00027466,C00027466,NRSC,WASHINGTON,DC,20002,NRSC,,,,EARMARKED CONTRIBUTION FROM BRADLEY MEALS,TRAVEL,,,EARMARKED CONTRIBUTION FROM BRADLEY MEALS. TRANSMITTED BY CHECK/EFT,2025-10-31 00:00:00,36.44,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 03:35:29,4030220261381415800,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319806826859,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,,,,,,,,,,,,V,,U
C00694323,WINRED,2025,YE,202601319807050837,F3X,4013120261304429393,23,B4DD09227ECF34687B35,1942656,CCM,CAMPAIGN COMMITTEE,C00027466,C00027466,NRSC,WASHINGTON,DC,20002,NRSC,,,,EARMARKED CONTRIBUTION FROM BRADLEY MEALS,TRAVEL,,,EARMARKED CONTRIBUTION FROM BRADLEY MEALS. TRANSMITTED BY CHECK/EFT,2025-11-15 00:00:00,36.44,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 03:58:15,4030220261382087734,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319807050837,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,,,,,,,,,,,,V,,U
C00694323,WINRED,2025,YE,202601319807093013,F3X,4013120261304429393,23,B95F9B5AAC8364E4E8D6,1942656,CCM,CAMPAIGN COMMITTEE,C00027466,C00027466,NRSC,WASHINGTON,DC,20002,NRSC,,,,EARMARKED CONTRIBUTION FROM ROBERT MEALER,TRAVEL,,,EARMARKED CONTRIBUTION FROM ROBERT MEALER. TRANSMITTED BY CHECK/EFT,2025-11-12 00:00:00,10.41,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 03:58:15,4030220261382214262,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319807093013,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,,,,,,,,,,,,V,,U
C00694323,WINRED,2025,YE,202601319807298997,F3X,4013120261304429393,23,B0EC409C08EF14AC3B71,1942656,CCM,CAMPAIGN COMMITTEE,C00027466,C00027466,NRSC,WASHINGTON,DC,20002,NRSC,,,,EARMARKED CONTRIBUTION FROM ANNE MEALY,TRAVEL,,,EARMARKED CONTRIBUTION FROM ANNE MEALY. TRANSMITTED BY CHECK/EFT,2025-11-23 00:00:00,0.05,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 03:58:33,4030220261382832216,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319807298997,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,,,,,,,,,,,,V,,U
C00694323,WINRED,2025,YE,202601319808016982,F3X,4013120261304429393,23,B974BF7CD904743EC84A,1942656,CCM,CAMPAIGN COMMITTEE,C00027466,C00027466,NRSC,WASHINGTON,DC,20002,NRSC,,,,EARMARKED CONTRIBUTION FROM SYBIL MEALE,TRAVEL,,,EARMARKED CONTRIBUTION FROM SYBIL MEALE. TRANSMITTED BY CHECK/EFT,2025-12-24 00:00:00,0.02,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 04:25:55,4030220261384986169,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808016982,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,,,,,,,,,,,,V,,U
C00694323,WINRED,2025,YE,202601319807674765,F3X,4013120261304429393,23,BDE8326204CA3442DA6F,1942656,CCM,CAMPAIGN COMMITTEE,C00165159,C00165159,REPUBLICAN MAINSTREET PARTNERSHIP PAC,WASHINGTON,DC,20003,REPUBLICAN MAINSTREET PARTNERSHIP PAC,,,,EARMARKED CONTRIBUTION FROM ROBERT MEALER,TRAVEL,,,EARMARKED CONTRIBUTION FROM ROBERT MEALER. TRANSMITTED BY CHECK/EFT,2025-12-06 00:00:00,25.00,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-03 04:25:44,4030220261383959520,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319807674765,Contributions to Federal Candidates/Committees and Other Political Committees,,,,,,,,,,,,,,,,,,V,,U
C00795252,WELCH FOR VERMONT,2025,YE,202601319808284901,F3,4013120261304426524,21,500804593,1942625,ORG,ORGANIZATION,,,WISE GUY PIZZA,WASHINGTON,DC,200033536,,,,,OFFICIALLY CONNECTED - MEALS,TRAVEL,,,,2025-10-29 00:00:00,37.69,,,,,,,,,,,,,P2028,,PRIMARY,2028,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385985042,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808284901,Other Disbursements,,,,,,,,,,,,,,,,,,S,,P
C00304709,ADAM SMITH FOR CONGRESS COMMITTEE,2025,YE,202601309795266638,F3,4013120261304426004,17,501309941,1941150,ORG,ORGANIZATION,,,NATIONAL DEMOCRATIC CLUB,WASHINGTON,DC,200034006,,,,,MEALS,TRAVEL,,,,2025-11-03 00:00:00,855.20,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385984907,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601309795266638,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00795252,WELCH FOR VERMONT,2025,YE,202601319808284903,F3,4013120261304426524,21,500804587,1942625,ORG,ORGANIZATION,,,SENATE CAFE,WASHINGTON,DC,20002,,,,,OFFICIALLY CONNECTED - MEALS,TRAVEL,,,,2025-10-17 00:00:00,235.60,,,,,,,,,,,,,P2028,,PRIMARY,2028,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385985048,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808284903,Other Disbursements,,,,,,,,,,,,,,,,,,S,,P
C00561597,GLENN GROTHMAN FOR CONGRESS,2025,YE,202601309794568555,F3,4013020261304199067,17,SB17.I6384,1938530,ORG,ORGANIZATION,,,CAPITOL HILL CLUB,WASHINGTON,DC,20003,,,,,MEALS,TRAVEL,,,,2025-11-18 00:00:00,364.14,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385978104,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601309794568555,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00528182,VIRGIN ISLANDS FOR PLASKETT,2025,YE,202601319808242838,F3,4013120261304426502,17,500568042,1942567,ORG,ORGANIZATION,,,MEZCALERO LA COSECHA,WASHINGTON,DC,200023457,,,,,MEAL,TRAVEL,,,,2025-10-22 00:00:00,317.59,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385985082,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808242838,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00652164,JERSEY VALUES PAC,2025,YE,202601319808574231,F3X,4013120261304429238,21B,500787087,1943205,ORG,ORGANIZATION,,,KRUBA,WASHINGTON,DC,200033968,,,,,MEALS,TRAVEL,X,,*,2025-10-15 00:00:00,29.65,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385989451,,500787080,SB21B,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808574231,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,Q,,D
C00652164,JERSEY VALUES PAC,2025,YE,202601319808574258,F3X,4013120261304429238,21B,500781627,1943205,ORG,ORGANIZATION,,,THE CAPITAL GRILLE,WASHINGTON,DC,200042601,,,,,MEALS,TRAVEL,X,,*,2025-09-22 00:00:00,60.70,,,,,,,,,,,,,,,,,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385989531,,500781283,SB21B,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808574258,Other Federal Operating Expenditures,,,,,,,,,,,,,,,,,,Q,,D
C00795252,WELCH FOR VERMONT,2025,YE,202601319808284894,F3,4013120261304426524,17,500804848,1942625,ORG,ORGANIZATION,,,WISE GUY PIZZA,WASHINGTON,DC,200033536,,,,,BUSINESS MEAL,TRAVEL,,,,2025-11-06 00:00:00,68.88,,,,,,,,,,,,,P2028,,PRIMARY,2028,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385985022,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808284894,Operating Expenditures,,,,,,,,,,,,,,,,,,S,,P
C00528182,VIRGIN ISLANDS FOR PLASKETT,2025,YE,202601319808242830,F3,4013120261304426502,17,500564860,1942567,ORG,ORGANIZATION,,,NATIONAL DEMOCRATIC CLUB,WASHINGTON,DC,200034006,,,,,DUES/MEALS,TRAVEL,,,,2025-10-14 00:00:00,190.88,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385985057,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808242830,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00304709,ADAM SMITH FOR CONGRESS COMMITTEE,2025,YE,202601309795266636,F3,4013120261304426004,17,501310008,1941150,ORG,ORGANIZATION,,,LOS CABALLEROS,WASHINGTON,DC,200031147,,,,,MEALS,TRAVEL,,,,2025-12-16 00:00:00,113.19,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385984902,,,,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601309795266636,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00256925,SCOTT FOR CONGRESS,2025,YE,202601319808408058,F3,4013120261304426609,17,500302267,1942896,ORG,ORGANIZATION,,,HARRIS TEETER #282,WASHINGTON,DC,200034426,,,,,ITEMS FOR LUNCHEON,OTHER,X,,*,2025-12-17 00:00:00,750.04,,,,,,,,,,,,,P2026,,PRIMARY,2026,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385985311,,500302289,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808408058,Operating Expenditures,,,,,,,,,,,,,,,,,,H,,P
C00540302,TIM SCOTT FOR AMERICA,2025,YE,202601319808535062,F3,4013120261304426698,17,SB17.1088595.5,1943150,ORG,ORGANIZATION,,,CHICK-FIL-A,WASHINGTON,DC,20002,,,,,MEETING EXPENSE: MEALS,TRAVEL,X,,,2025-08-29 00:00:00,106.43,,,,,,,,,,,,,P2028,,PRIMARY,2028,2026,A,ADD,SB,ITEMIZED DISBURSEMENTS,2026-03-04 02:35:52,4030320261385984318,,SB17.1088595,SB17,0.00,https://docquery.fec.gov/cgi-bin/fecimg/?202601319808535062,Operating Expenditures,,,,,,,,,,,,,,,,,,S,,P
